study_accession,sample_accession,analysis_accession,generated_ftp,sample_title
PRJEB45963,SAMEA2204406,ERZ3164543,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164543/contig.fa.gz,11658_6#32
PRJEB45963,SAMEA2204405,ERZ3164544,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164544/contig.fa.gz,11658_5#41
PRJEB45963,SAMEA2204413,ERZ3164548,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164548/contig.fa.gz,11657_7#1
PRJEB45963,SAMEA2204408,ERZ3164549,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164549/contig.fa.gz,11658_8#41
PRJEB45963,SAMEA2204409,ERZ3164550,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164550/contig.fa.gz,11658_8#42
PRJEB45963,SAMEA2204410,ERZ3164551,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164551/contig.fa.gz,11658_6#33
PRJEB45963,SAMEA2204416,ERZ3164552,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164552/contig.fa.gz,11658_5#42
PRJEB45963,SAMEA2204415,ERZ3164553,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164553/contig.fa.gz,11658_7#26
PRJEB45963,SAMEA2204414,ERZ3164554,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164554/contig.fa.gz,11658_6#34
PRJEB45963,SAMEA2204412,ERZ3164555,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164555/contig.fa.gz,11658_7#25
PRJEB45963,SAMEA2204411,ERZ3164556,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164556/contig.fa.gz,11658_7#24
PRJEB45963,SAMEA2204423,ERZ3164560,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164560/contig.fa.gz,11658_3#3
PRJEB45963,SAMEA2204417,ERZ3164561,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164561/contig.fa.gz,11658_8#43
PRJEB45963,SAMEA2204418,ERZ3164562,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164562/contig.fa.gz,11657_5#10
PRJEB45963,SAMEA2204422,ERZ3164563,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164563/contig.fa.gz,11658_3#2
PRJEB45963,SAMEA2204424,ERZ3164564,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164564/contig.fa.gz,11657_5#11
PRJEB45963,SAMEA2204421,ERZ3164565,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164565/contig.fa.gz,11679_7#1
PRJEB45963,SAMEA2204419,ERZ3164566,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164566/contig.fa.gz,11679_4#2
PRJEB45963,SAMEA2204425,ERZ3164567,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164567/contig.fa.gz,11657_6#8
PRJEB45963,SAMEA2204420,ERZ3164568,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164568/contig.fa.gz,11657_6#7
PRJEB45963,SAMEA2204434,ERZ3164573,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164573/contig.fa.gz,11679_5#2
PRJEB45963,SAMEA2204429,ERZ3164574,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164574/contig.fa.gz,11657_6#9
PRJEB45963,SAMEA2204427,ERZ3164575,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164575/contig.fa.gz,11657_5#12
PRJEB45963,SAMEA2204432,ERZ3164576,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164576/contig.fa.gz,11679_6#2
PRJEB45963,SAMEA2204433,ERZ3164577,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164577/contig.fa.gz,11679_6#3
PRJEB45963,SAMEA2204426,ERZ3164578,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164578/contig.fa.gz,11791_6#9
PRJEB45963,SAMEA2204431,ERZ3164579,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164579/contig.fa.gz,11657_6#10
PRJEB45963,SAMEA2204428,ERZ3164580,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164580/contig.fa.gz,11679_4#3
PRJEB45963,SAMEA2204430,ERZ3164581,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164581/contig.fa.gz,11657_5#13
PRJEB45963,SAMEA2204438,ERZ3164585,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164585/contig.fa.gz,11658_3#5
PRJEB45963,SAMEA2204436,ERZ3164586,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164586/contig.fa.gz,11658_3#4
PRJEB45963,SAMEA2204440,ERZ3164587,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164587/contig.fa.gz,11679_6#4
PRJEB45963,SAMEA2204439,ERZ3164588,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164588/contig.fa.gz,11657_6#11
PRJEB45963,SAMEA2204442,ERZ3164589,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164589/contig.fa.gz,11657_7#4
PRJEB45963,SAMEA2204435,ERZ3164590,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164590/contig.fa.gz,11657_7#2
PRJEB45963,SAMEA2204441,ERZ3164591,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164591/contig.fa.gz,11679_8#1
PRJEB45963,SAMEA2204437,ERZ3164592,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164592/contig.fa.gz,11657_7#3
PRJEB45963,SAMEA2204443,ERZ3164594,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164594/contig.fa.gz,11657_7#5
PRJEB45963,SAMEA2204445,ERZ3164598,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164598/contig.fa.gz,11657_6#12
PRJEB45963,SAMEA2204449,ERZ3164599,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164599/contig.fa.gz,11679_7#2
PRJEB45963,SAMEA2204452,ERZ3164600,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164600/contig.fa.gz,11679_4#5
PRJEB45963,SAMEA2204446,ERZ3164601,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164601/contig.fa.gz,11657_7#6
PRJEB45963,SAMEA2204447,ERZ3164602,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164602/contig.fa.gz,11679_4#4
PRJEB45963,SAMEA2204451,ERZ3164603,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164603/contig.fa.gz,11657_7#8
PRJEB45963,SAMEA2204444,ERZ3164604,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164604/contig.fa.gz,11679_6#5
PRJEB45963,SAMEA2204450,ERZ3164605,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164605/contig.fa.gz,11657_7#7
PRJEB45963,SAMEA2204448,ERZ3164606,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164606/contig.fa.gz,11657_6#13
PRJEB45963,SAMEA2204454,ERZ3164610,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164610/contig.fa.gz,11657_6#14
PRJEB45963,SAMEA2204461,ERZ3164611,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164611/contig.fa.gz,11657_6#16
PRJEB45963,SAMEA2204455,ERZ3164612,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164612/contig.fa.gz,11657_7#9
PRJEB45963,SAMEA2204456,ERZ3164613,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164613/contig.fa.gz,11657_5#14
PRJEB45963,SAMEA2204453,ERZ3164614,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164614/contig.fa.gz,11679_5#3
PRJEB45963,SAMEA2204458,ERZ3164615,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164615/contig.fa.gz,11657_6#15
PRJEB45963,SAMEA2204457,ERZ3164616,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164616/contig.fa.gz,11657_7#10
PRJEB45963,SAMEA2204460,ERZ3164617,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164617/contig.fa.gz,11657_7#12
PRJEB45963,SAMEA2204459,ERZ3164618,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164618/contig.fa.gz,11657_7#11
PRJEB45963,SAMEA2204462,ERZ3164622,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164622/contig.fa.gz,11679_4#6
PRJEB45963,SAMEA2204467,ERZ3164623,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164623/contig.fa.gz,11658_3#6
PRJEB45963,SAMEA2204466,ERZ3164624,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164624/contig.fa.gz,11679_4#7
PRJEB45963,SAMEA2204468,ERZ3164625,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164625/contig.fa.gz,11679_7#4
PRJEB45963,SAMEA2204464,ERZ3164626,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164626/contig.fa.gz,11657_7#13
PRJEB45963,SAMEA2204470,ERZ3164627,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164627/contig.fa.gz,11657_7#15
PRJEB45963,SAMEA2204465,ERZ3164628,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164628/contig.fa.gz,11679_8#2
PRJEB45963,SAMEA2204469,ERZ3164629,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164629/contig.fa.gz,11657_7#14
PRJEB45963,SAMEA2204471,ERZ3164634,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164634/contig.fa.gz,11658_3#7
PRJEB45963,SAMEA2204478,ERZ3164638,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164638/contig.fa.gz,11679_7#6
PRJEB45963,SAMEA2204477,ERZ3164639,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164639/contig.fa.gz,11679_5#4
PRJEB45963,SAMEA2204473,ERZ3164640,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164640/contig.fa.gz,11657_5#15
PRJEB45963,SAMEA2204472,ERZ3164641,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164641/contig.fa.gz,11679_8#3
PRJEB45963,SAMEA2204476,ERZ3164642,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164642/contig.fa.gz,11657_7#16
PRJEB45963,SAMEA2204474,ERZ3164643,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164643/contig.fa.gz,11679_7#5
PRJEB45963,SAMEA2204475,ERZ3164644,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164644/contig.fa.gz,11658_3#8
PRJEB45963,SAMEA2204480,ERZ3164646,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164646/contig.fa.gz,11657_6#17
PRJEB45963,SAMEA2204481,ERZ3164650,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164650/contig.fa.gz,11679_8#4
PRJEB45963,SAMEA2204482,ERZ3164652,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164652/contig.fa.gz,11658_3#9
PRJEB45963,SAMEA2204487,ERZ3164653,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164653/contig.fa.gz,11679_4#8
PRJEB45963,SAMEA2204485,ERZ3164654,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164654/contig.fa.gz,11658_3#10
PRJEB45963,SAMEA2204484,ERZ3164655,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164655/contig.fa.gz,11657_5#16
PRJEB45963,SAMEA2204486,ERZ3164656,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164656/contig.fa.gz,11679_8#5
PRJEB45963,SAMEA2204488,ERZ3164657,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164657/contig.fa.gz,11657_6#18
PRJEB45963,SAMEA2204489,ERZ3164658,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164658/contig.fa.gz,11679_5#5
PRJEB45963,SAMEA2204491,ERZ3164662,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164662/contig.fa.gz,11657_7#17
PRJEB45963,SAMEA2204496,ERZ3164663,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164663/contig.fa.gz,11658_3#11
PRJEB45963,SAMEA2204490,ERZ3164664,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164664/contig.fa.gz,11679_4#9
PRJEB45963,SAMEA2204498,ERZ3164665,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164665/contig.fa.gz,11679_8#6
PRJEB45963,SAMEA2204492,ERZ3164667,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164667/contig.fa.gz,11679_6#7
PRJEB45963,SAMEA2204497,ERZ3164668,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164668/contig.fa.gz,11658_3#12
PRJEB45963,SAMEA2204493,ERZ3164669,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164669/contig.fa.gz,11657_6#19
PRJEB45963,SAMEA2204495,ERZ3164670,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164670/contig.fa.gz,11679_6#9
PRJEB45963,SAMEA2204494,ERZ3164671,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164671/contig.fa.gz,11679_6#8
PRJEB45963,SAMEA2204501,ERZ3164675,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164675/contig.fa.gz,11679_6#10
PRJEB45963,SAMEA2204504,ERZ3164676,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164676/contig.fa.gz,11657_7#18
PRJEB45963,SAMEA2204506,ERZ3164677,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164677/contig.fa.gz,11657_5#18
PRJEB45963,SAMEA2204503,ERZ3164678,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164678/contig.fa.gz,11679_6#11
PRJEB45963,SAMEA2204507,ERZ3164679,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164679/contig.fa.gz,11657_6#20
PRJEB45963,SAMEA2204502,ERZ3164680,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164680/contig.fa.gz,11679_7#9
PRJEB45963,SAMEA2204500,ERZ3164681,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164681/contig.fa.gz,11679_4#10
PRJEB45963,SAMEA2204499,ERZ3164682,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164682/contig.fa.gz,11679_7#8
PRJEB45963,SAMEA2204505,ERZ3164683,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164683/contig.fa.gz,11657_5#17
PRJEB45963,SAMEA2204509,ERZ3164687,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164687/contig.fa.gz,11791_6#10
PRJEB45963,SAMEA2204511,ERZ3164688,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164688/contig.fa.gz,11657_5#19
PRJEB45963,SAMEA2204508,ERZ3164689,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164689/contig.fa.gz,11657_7#19
PRJEB45963,SAMEA2204513,ERZ3164690,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164690/contig.fa.gz,11658_6#35
PRJEB45963,SAMEA2204510,ERZ3164691,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164691/contig.fa.gz,11679_4#11
PRJEB45963,SAMEA2204516,ERZ3164692,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164692/contig.fa.gz,11658_4#20
PRJEB45963,SAMEA2204512,ERZ3164693,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164693/contig.fa.gz,11657_6#21
PRJEB45963,SAMEA2204514,ERZ3164694,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164694/contig.fa.gz,11658_6#36
PRJEB45963,SAMEA2204515,ERZ3164696,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164696/contig.fa.gz,11658_3#13
PRJEB45963,SAMEA2204517,ERZ3164698,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164698/contig.fa.gz,11658_6#37
PRJEB45963,SAMEA2204519,ERZ3164699,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164699/contig.fa.gz,11679_4#12
PRJEB45963,SAMEA2204522,ERZ3164700,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164700/contig.fa.gz,11658_5#43
PRJEB45963,SAMEA2204518,ERZ3164701,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164701/contig.fa.gz,11658_7#27
PRJEB45963,SAMEA2204520,ERZ3164702,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164702/contig.fa.gz,11657_5#20
PRJEB45963,SAMEA2204525,ERZ3164703,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164703/contig.fa.gz,11658_6#39
PRJEB45963,SAMEA2204521,ERZ3164704,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164704/contig.fa.gz,11679_6#12
PRJEB45963,SAMEA2204523,ERZ3164705,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164705/contig.fa.gz,11658_6#38
PRJEB45963,SAMEA2204524,ERZ3164706,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164706/contig.fa.gz,11658_5#44
PRJEB45963,SAMEA2204526,ERZ3164707,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164707/contig.fa.gz,11658_8#44
PRJEB45963,SAMEA2204528,ERZ3164708,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164708/contig.fa.gz,11679_8#7
PRJEB45963,SAMEA2204534,ERZ3164709,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164709/contig.fa.gz,11658_8#46
PRJEB45963,SAMEA2204527,ERZ3164710,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164710/contig.fa.gz,11658_7#28
PRJEB45963,SAMEA2204530,ERZ3164711,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164711/contig.fa.gz,11791_7#23
PRJEB45963,SAMEA2204529,ERZ3164712,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164712/contig.fa.gz,11658_8#45
PRJEB45963,SAMEA2204531,ERZ3164713,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164713/contig.fa.gz,11658_5#45
PRJEB45963,SAMEA2204532,ERZ3164714,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164714/contig.fa.gz,11658_5#46
PRJEB45963,SAMEA2204533,ERZ3164715,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164715/contig.fa.gz,11658_5#47
PRJEB45963,SAMEA2204535,ERZ3164717,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164717/contig.fa.gz,11658_7#29
PRJEB45963,SAMEA2204540,ERZ3164719,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164719/contig.fa.gz,11658_6#41
PRJEB45963,SAMEA2204539,ERZ3164720,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164720/contig.fa.gz,11658_6#40
PRJEB45963,SAMEA2204542,ERZ3164721,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164721/contig.fa.gz,11658_6#42
PRJEB45963,SAMEA2204536,ERZ3164722,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164722/contig.fa.gz,11658_8#47
PRJEB45963,SAMEA2204538,ERZ3164723,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164723/contig.fa.gz,11658_8#49
PRJEB45963,SAMEA2204541,ERZ3164725,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164725/contig.fa.gz,11658_8#50
PRJEB45963,SAMEA2204537,ERZ3164726,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164726/contig.fa.gz,11658_8#48
PRJEB45963,SAMEA2204544,ERZ3164728,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164728/contig.fa.gz,11791_7#24
PRJEB45963,SAMEA2204551,ERZ3164731,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164731/contig.fa.gz,11791_7#27
PRJEB45963,SAMEA2204549,ERZ3164732,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164732/contig.fa.gz,11791_7#26
PRJEB45963,SAMEA2204546,ERZ3164733,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164733/contig.fa.gz,11791_7#25
PRJEB45963,SAMEA2204548,ERZ3164734,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164734/contig.fa.gz,11679_6#13
PRJEB45963,SAMEA2204545,ERZ3164735,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164735/contig.fa.gz,11658_8#51
PRJEB45963,SAMEA2204552,ERZ3164736,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164736/contig.fa.gz,11658_6#45
PRJEB45963,SAMEA2204547,ERZ3164737,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164737/contig.fa.gz,11658_6#43
PRJEB45963,SAMEA2204550,ERZ3164739,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164739/contig.fa.gz,11658_6#44
PRJEB45963,SAMEA2204553,ERZ3164740,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164740/contig.fa.gz,11791_7#28
PRJEB45963,SAMEA2204559,ERZ3164744,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164744/contig.fa.gz,11658_8#52
PRJEB45963,SAMEA2204554,ERZ3164745,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164745/contig.fa.gz,11791_7#29
PRJEB45963,SAMEA2204560,ERZ3164746,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164746/contig.fa.gz,11658_6#47
PRJEB45963,SAMEA2204558,ERZ3164747,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164747/contig.fa.gz,11791_7#32
PRJEB45963,SAMEA2204557,ERZ3164748,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164748/contig.fa.gz,11658_5#49
PRJEB45963,SAMEA2204555,ERZ3164749,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164749/contig.fa.gz,11791_7#30
PRJEB45963,SAMEA2204561,ERZ3164750,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164750/contig.fa.gz,11658_8#53
PRJEB45963,SAMEA2204563,ERZ3164751,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164751/contig.fa.gz,11658_7#30
PRJEB45963,SAMEA2204562,ERZ3164752,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164752/contig.fa.gz,11791_7#33
PRJEB45963,SAMEA2204567,ERZ3164755,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164755/contig.fa.gz,11658_4#21
PRJEB45963,SAMEA2204566,ERZ3164756,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164756/contig.fa.gz,11658_6#48
PRJEB45963,SAMEA2204565,ERZ3164757,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164757/contig.fa.gz,11658_5#51
PRJEB45963,SAMEA2204572,ERZ3164758,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164758/contig.fa.gz,11658_5#52
PRJEB45963,SAMEA2204569,ERZ3164759,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164759/contig.fa.gz,11657_5#21
PRJEB45963,SAMEA2204571,ERZ3164761,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164761/contig.fa.gz,11658_4#22
PRJEB45963,SAMEA2204570,ERZ3164762,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164762/contig.fa.gz,11791_3#1
PRJEB45963,SAMEA2204568,ERZ3164763,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164763/contig.fa.gz,11791_7#34
PRJEB45963,SAMEA2204564,ERZ3164764,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164764/contig.fa.gz,11658_5#50
PRJEB45963,SAMEA2204579,ERZ3164768,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164768/contig.fa.gz,11658_4#23
PRJEB45963,SAMEA2204577,ERZ3164769,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164769/contig.fa.gz,11658_8#55
PRJEB45963,SAMEA2204578,ERZ3164770,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164770/contig.fa.gz,11658_6#50
PRJEB45963,SAMEA2204573,ERZ3164771,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164771/contig.fa.gz,11658_6#49
PRJEB45963,SAMEA2204576,ERZ3164772,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164772/contig.fa.gz,11791_7#35
PRJEB45963,SAMEA2204574,ERZ3164773,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164773/contig.fa.gz,11658_7#31
PRJEB45963,SAMEA2204580,ERZ3164774,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164774/contig.fa.gz,11679_5#6
PRJEB45963,SAMEA2204575,ERZ3164775,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164775/contig.fa.gz,11658_8#54
PRJEB45963,SAMEA2204581,ERZ3164776,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164776/contig.fa.gz,11791_3#2
PRJEB45963,SAMEA2204582,ERZ3164781,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164781/contig.fa.gz,11658_5#53
PRJEB45963,SAMEA2204588,ERZ3164782,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164782/contig.fa.gz,11658_5#56
PRJEB45963,SAMEA2204591,ERZ3164783,ftp.sra.ebi.ac.uk/vol1/sequence/ERZ316/ERZ3164783/contig.fa.gz,11658_6#54
